Beginning Fiscal Year,Ending Fiscal Year,County,School District, Amount of Aid 
2002,2003,Albany,Albany,7242297.04
2002,2003,Albany,Berne-Knox-Westerlo,874046.94
2002,2003,Albany,Bethlehem,2786954.71
2002,2003,Albany,Cohoes,1820297.94
2002,2003,Albany,Green Island,241859.93
2002,2003,Albany,Guilderland,3182536.10
2002,2003,Albany,Maplewood,32160.30
2002,2003,Albany,Menands Csd,6870.00
2002,2003,Albany,North Colonie,1808923.74
2002,2003,Albany,Ravena-Coeymans,1442362.27
2002,2003,Albany,South Colonie,2513302.29
2002,2003,Albany,Voorheesville,749217.09
2002,2003,Albany,Watervliet,1343929.78
2002,2003,Allegany,Alfred Almond,639180.36
2002,2003,Allegany,Andover,360016.33
2002,2003,Allegany,Angelica-Belmont,678341.89
2002,2003,Allegany,Belfast,514580.45
2002,2003,Allegany,Bolivar-Richburg,1054863.22
2002,2003,Allegany,Canaseraga,295969.55
2002,2003,Allegany,Cuba-Rushford,1068484.14
2002,2003,Allegany,Fillmore,708898.85
2002,2003,Allegany,Friendship,350201.53
2002,2003,Allegany,Scio,540137.97
2002,2003,Allegany,Wellsville,1368192.51
2002,2003,Allegany,Whitesville,305635.75
2002,2003,Broome,Binghamton,5797909.19
2002,2003,Broome,Chenango Forks,1925804.37
2002,2003,Broome,Chenango Valley,1504343.32
2002,2003,Broome,Deposit,344655.50
2002,2003,Broome,Harpursville,1159932.16
2002,2003,Broome,Johnson City,1847071.47
2002,2003,Broome,Maine-Endwell,2360595.38
2002,2003,Broome,Susquehanna Valley,2059068.45
2002,2003,Broome,Union-Endicott,3634779.66
2002,2003,Broome,Vestal,3065927.80
2002,2003,Broome,Whitney Point,2130786.76
2002,2003,Broome,Windsor,1940135.82
2002,2003,Cattaraugus,Allegany-Limestone,1340155.01
2002,2003,Cattaraugus,Cattaraugus,1177560.91
2002,2003,Cattaraugus,Ellicottville,24523.14
2002,2003,Cattaraugus,Franklinville,972110.76
2002,2003,Cattaraugus,Gowanda,1380462.72
2002,2003,Cattaraugus,Hinsdale,507182.82
2002,2003,Cattaraugus,Olean,2331993.96
2002,2003,Cattaraugus,Portville,1219443.00
2002,2003,Cattaraugus,Randolph,874599.97
2002,2003,Cattaraugus,Salamanca,1535290.83
2002,2003,Cattaraugus,West Valley,443610.77
2002,2003,Cattaraugus,Yorkshire-Pioneer,2950000.40
2002,2003,Cayuga,Auburn,4015460.94
2002,2003,Cayuga,Cato-Meridian,1283121.50
2002,2003,Cayuga,Moravia,1009974.45
2002,2003,Cayuga,Port Byron,1249389.52
2002,2003,Cayuga,Southern Cayuga,947040.36
2002,2003,Cayuga,Union Springs,932384.86
2002,2003,Cayuga,Weedsport,920686.46
2002,2003,Chautauqua,Bemus Point,575005.66
2002,2003,Chautauqua,Brocton,826059.99
2002,2003,Chautauqua,Cassadaga Valley,1330541.33
2002,2003,Chautauqua,Chautauqua,15990.00
2002,2003,Chautauqua,Clymer,346804.36
2002,2003,Chautauqua,Dunkirk,1721470.89
2002,2003,Chautauqua,Falconer,1299137.49
2002,2003,Chautauqua,Forestville,493245.30
2002,2003,Chautauqua,Fredonia,1568745.55
2002,2003,Chautauqua,Frewsburg,1031945.31
2002,2003,Chautauqua,Jamestown,5372640.27
2002,2003,Chautauqua,Panama,847007.64
2002,2003,Chautauqua,Pine Valley,854981.65
2002,2003,Chautauqua,Ripley,441042.61
2002,2003,Chautauqua,Sherman,454360.40
2002,2003,Chautauqua,Silver Creek,1245616.96
2002,2003,Chautauqua,Southwestern,1487488.13
2002,2003,Chautauqua,Westfield,953077.29
2002,2003,Chemung,Elmira,7372241.77
2002,2003,Chemung,Elmira Heights,1112749.55
2002,2003,Chemung,Horseheads,3833830.24
2002,2003,Chenango,Afton,692746.47
2002,2003,Chenango,Bainbridge,1040396.14
2002,2003,Chenango,Georgetown,427167.55
2002,2003,Chenango,Greene,1391959.66
2002,2003,Chenango,Norwich,2189130.92
2002,2003,Chenango,Oxford,964683.68
2002,2003,Chenango,Sherburne-Earlville,1891829.11
2002,2003,Chenango,Unadilla Valley,1008399.84
2002,2003,Clinton,Ausable Valley,1174473.53
2002,2003,Clinton,Beekmantown,1522138.75
2002,2003,Clinton,Chazy,449397.20
2002,2003,Clinton,Northeastern,1487392.06
2002,2003,Clinton,Northern Adirondack,1137075.06
2002,2003,Clinton,Peru,2114812.20
2002,2003,Clinton,Plattsburgh,1660247.25
2002,2003,Clinton,Saranac,1781136.88
2002,2003,Columbia,Chatham,462066.60
2002,2003,Columbia,Copake-Taconic Hills,767051.66
2002,2003,Columbia,Germantown,440842.53
2002,2003,Columbia,Hudson,1656782.94
2002,2003,Columbia,Kinderhook,1729197.25
2002,2003,Columbia,New Lebanon,169820.11
2002,2003,Cortland,Cincinnatus,718423.90
2002,2003,Cortland,Cortland,2503348.65
2002,2003,Cortland,Homer,2170166.49
2002,2003,Cortland,Marathon,1113740.27
2002,2003,Cortland,Mcgraw,597407.63
2002,2003,Delaware,Andes,2445.00
2002,2003,Delaware,Charlotte Valley,405206.61
2002,2003,Delaware,Delhi,732923.45
2002,2003,Delaware,Downsville,5595.00
2002,2003,Delaware,Franklin,279847.88
2002,2003,Delaware,Hancock,405713.54
2002,2003,Delaware,Margaretville,8205.00
2002,2003,Delaware,Roxbury,104660.11
2002,2003,Delaware,Sidney,1451332.67
2002,2003,Delaware,South Kortright,243198.03
2002,2003,Delaware,Stamford,402915.63
2002,2003,Delaware,Walton,974104.77
2002,2003,Dutchess,Arlington,6067070.09
2002,2003,Dutchess,Beacon,2415178.44
2002,2003,Dutchess,Dover,1251670.58
2002,2003,Dutchess,Hyde Park,3126235.41
2002,2003,Dutchess,Millbrook,57931.93
2002,2003,Dutchess,Northeast,347520.99
2002,2003,Dutchess,Pawling,365022.07
2002,2003,Dutchess,Pine Plains,575903.68
2002,2003,Dutchess,Poughkeepsie,3853253.73
2002,2003,Dutchess,Red Hook,1576570.86
2002,2003,Dutchess,Rhinebeck,41393.42
2002,2003,Dutchess,Spackenkill,843621.02
2002,2003,Dutchess,Wappingers Falls,6577441.50
2002,2003,Erie,Akron,1564264.41
2002,2003,Erie,Alden,1659894.68
2002,2003,Erie,Amherst Central,1920064.68
2002,2003,Erie,Buffalo,41615006.32
2002,2003,Erie,Cheektowaga,1156496.54
2002,2003,Erie,Cheektowaga-Maryvale,1624647.25
2002,2003,Erie,Cheektowaga-Sloan,1003897.24
2002,2003,Erie,Clarence,2770618.90
2002,2003,Erie,Cleveland Hill,1353067.27
2002,2003,Erie,Depew,1957424.76
2002,2003,Erie,East Aurora,1094510.01
2002,2003,Erie,Eden,1390896.22
2002,2003,Erie,Evans-Brant,3123748.10
2002,2003,Erie,Frontier,4244112.43
2002,2003,Erie,Grand Island,2215693.21
2002,2003,Erie,Hamburg,3035950.12
2002,2003,Erie,Holland,1130120.98
2002,2003,Erie,Iroquois,1895449.25
2002,2003,Erie,Kenmore-Tonawanda,5910604.22
2002,2003,Erie,Lackawanna,1897340.17
2002,2003,Erie,Lancaster,3945584.58
2002,2003,Erie,North Collins,636074.09
2002,2003,Erie,Orchard Park,3395790.16
2002,2003,Erie,Springville,1958257.87
2002,2003,Erie,Sweet Home,2130816.95
2002,2003,Erie,Tonawanda,2018762.65
2002,2003,Erie,West Seneca,5860818.44
2002,2003,Erie,Williamsville,5885476.41
2002,2003,Essex,Crown Point,329043.29
2002,2003,Essex,Elizabethtown,303888.37
2002,2003,Essex,Keene,2715.00
2002,2003,Essex,Lake Placid,16050.00
2002,2003,Essex,Minerva,2205.00
2002,2003,Essex,Moriah,822750.39
2002,2003,Essex,Newcomb,855.00
2002,2003,Essex,Schroon Lake,5235.00
2002,2003,Essex,Ticonderoga,267067.35
2002,2003,Essex,Westport,75915.62
2002,2003,Essex,Willsboro,105021.42
2002,2003,Franklin,Brushton-Moira,929689.69
2002,2003,Franklin,Chateaugay,595787.59
2002,2003,Franklin,Malone,2553595.98
2002,2003,Franklin,Salmon River,1658188.71
2002,2003,Franklin,Saranac Lake,472247.75
2002,2003,Franklin,St. Regis Falls,287919.21
2002,2003,Franklin,Tupper Lake,865888.66
2002,2003,Fulton,Broadalbin,1629095.67
2002,2003,Fulton,Gloversville,2983564.50
2002,2003,Fulton,Johnstown,2079533.85
2002,2003,Fulton,Mayfield,1057870.42
2002,2003,Fulton,Northville,210645.00
2002,2003,Fulton,Oppenheim-Ephratah,415275.21
2002,2003,Fulton,Wheelerville,54390.22
2002,2003,Genesee,Alexander,995287.90
2002,2003,Genesee,Batavia,2335955.00
2002,2003,Genesee,Byron-Bergen,1106019.09
2002,2003,Genesee,Elba,610653.32
2002,2003,Genesee,Le Roy,1195125.62
2002,2003,Genesee,Oakfield-Alabama,1128354.09
2002,2003,Genesee,Pavilion,939526.07
2002,2003,Genesee,Pembroke,1302063.77
2002,2003,Greene,Cairo-Durham,1240225.45
2002,2003,Greene,Catskill,1091980.50
2002,2003,Greene,Coxsackie-Athens,990462.24
2002,2003,Greene,Greenville,951507.23
2002,2003,Greene,Hunter-Tannersville,10065.00
2002,2003,Greene,Windham-Ashland,8445.00
2002,2003,Hamilton,Indian Lake-Inlet,3240.00
2002,2003,Hamilton,Inlet Commons,705.00
2002,2003,Hamilton,Lake Pleasant,1860.00
2002,2003,Hamilton,Long Lake,1470.00
2002,2003,Hamilton,Piseco Common,705.00
2002,2003,Hamilton,Raquette Lake,300.00
2002,2003,Hamilton,Wells,2430.00
2002,2003,Herkimer,Bridgewater,1554110.83
2002,2003,Herkimer,Dolgeville,909076.52
2002,2003,Herkimer,Frankfort-Schuyler,956634.89
2002,2003,Herkimer,Herkimer,1232478.94
2002,2003,Herkimer,Ilion,1900699.36
2002,2003,Herkimer,Little Falls,1150686.19
2002,2003,Herkimer,Mohawk,970437.28
2002,2003,Herkimer,Poland,370434.09
2002,2003,Herkimer,Town Of Webb,6090.00
2002,2003,Herkimer,Van Hornesville,224990.12
2002,2003,Herkimer,West Canada Valley,918426.14
2002,2003,Jefferson,Alexandria,331474.89
2002,2003,Jefferson,Belleville-Henderson,348632.26
2002,2003,Jefferson,Carthage,3090225.47
2002,2003,Jefferson,General Brown,1433379.56
2002,2003,Jefferson,Indian River,3863436.66
2002,2003,Jefferson,Lafargeville,391517.17
2002,2003,Jefferson,Lyme,201273.85
2002,2003,Jefferson,Sackets Harbor,411813.27
2002,2003,Jefferson,South Jefferson,2028109.03
2002,2003,Jefferson,Thousand Islands,680779.88
2002,2003,Jefferson,Watertown,3773149.41
2002,2003,Lewis,Beaver River,929782.07
2002,2003,Lewis,Copenhagen,624526.57
2002,2003,Lewis,Harrisville,343287.56
2002,2003,Lewis,Lowville,1427692.21
2002,2003,Lewis,South Lewis,1161288.44
2002,2003,Livingston,Avon,936820.42
2002,2003,Livingston,Caledonia-Mumford,1058093.58
2002,2003,Livingston,Dalton-Nunda,969433.24
2002,2003,Livingston,Dansville,1815928.25
2002,2003,Livingston,Geneseo,570602.97
2002,2003,Livingston,Livonia,1826522.71
2002,2003,Livingston,Mount Morris,663207.02
2002,2003,Livingston,York,1009798.31
2002,2003,Madison,Brookfield,279838.11
2002,2003,Madison,Canastota,1328167.51
2002,2003,Madison,Cazenovia,1186833.92
2002,2003,Madison,Chittenango,2353480.45
2002,2003,Madison,De Ruyter,474275.68
2002,2003,Madison,Hamilton,614963.72
2002,2003,Madison,Madison,442070.94
2002,2003,Madison,Morrisville,958980.85
2002,2003,Madison,Oneida,2278774.29
2002,2003,Madison,Stockbridge,643749.74
2002,2003,Monroe,Brighton,1718768.69
2002,2003,Monroe,Brockport,4351557.55
2002,2003,Monroe,Churchville-Chili,3805066.69
2002,2003,Monroe,East Irondequoit,2447114.78
2002,2003,Monroe,East Rochester,841487.18
2002,2003,Monroe,Fairport,4711224.84
2002,2003,Monroe,Gates-Chili,3589517.45
2002,2003,Monroe,Greece,10267737.09
2002,2003,Monroe,Hilton,3591087.28
2002,2003,Monroe,Honeoye Falls,1829560.55
2002,2003,Monroe,Penfield,3134478.93
2002,2003,Monroe,Pittsford,2359447.01
2002,2003,Monroe,Rochester,33762805.05
2002,2003,Monroe,Rush-Henrietta,2721663.61
2002,2003,Monroe,Spencerport,3678572.94
2002,2003,Monroe,Webster,5230900.75
2002,2003,Monroe,West Irondequoit,3096993.41
2002,2003,Monroe,Wheatland-Chili,668456.34
2002,2003,Montgomery,Amsterdam,3153715.28
2002,2003,Montgomery,Canajoharie,1151139.79
2002,2003,Montgomery,Fonda-Fultonville,1663695.57
2002,2003,Montgomery,Fort Plain,939533.03
2002,2003,Montgomery,St. Johnsville,494006.46
2002,2003,Nassau,Baldwin,2530070.29
2002,2003,Nassau,Bellmore,336625.15
2002,2003,Nassau,Bellmore-Merrick,2610304.35
2002,2003,Nassau,Bethpage,118012.21
2002,2003,Nassau,Carle Place,25215.00
2002,2003,Nassau,East Meadow,3786148.22
2002,2003,Nassau,East Rockaway,423560.53
2002,2003,Nassau,East Williston,27960.00
2002,2003,Nassau,Elmont,2411248.35
2002,2003,Nassau,Farmingdale,2103402.38
2002,2003,Nassau,Floral Park,570139.71
2002,2003,Nassau,Franklin Square,662658.94
2002,2003,Nassau,Freeport,5057648.34
2002,2003,Nassau,Garden City,68910.00
2002,2003,Nassau,Glen Cove,59910.00
2002,2003,Nassau,Great Neck,111840.00
2002,2003,Nassau,Hempstead,4958874.38
2002,2003,Nassau,Herricks,64980.00
2002,2003,Nassau,Hewlett-Woodmere,62235.00
2002,2003,Nassau,Hicksville,95610.00
2002,2003,Nassau,Island Park,18960.00
2002,2003,Nassau,Island Trees,1248291.50
2002,2003,Nassau,Jericho,48330.00
2002,2003,Nassau,Lawrence,103125.00
2002,2003,Nassau,Levittown,4704597.15
2002,2003,Nassau,Locust Valley,44160.00
2002,2003,Nassau,Long Beach,192156.41
2002,2003,Nassau,Lynbrook,530447.65
2002,2003,Nassau,Malverne,718893.93
2002,2003,Nassau,Manhasset,47760.00
2002,2003,Nassau,Massapequa,1428807.54
2002,2003,Nassau,Merrick,714028.00
2002,2003,Nassau,Mineola,52245.00
2002,2003,Nassau,New Hyde Park,32435.16
2002,2003,Nassau,North Bellmore,1076141.57
2002,2003,Nassau,North Merrick,682949.13
2002,2003,Nassau,North Shore,45375.00
2002,2003,Nassau,Oceanside,1418016.21
2002,2003,Nassau,Oyster Bay,31770.00
2002,2003,Nassau,Plainedge,1317002.58
2002,2003,Nassau,Plainview-Old Bethpage,1372443.33
2002,2003,Nassau,Port Washington,80940.00
2002,2003,Nassau,Rockville,596593.82
2002,2003,Nassau,Roosevelt,2961268.15
2002,2003,Nassau,Roslyn,51330.00
2002,2003,Nassau,Seaford,1012659.53
2002,2003,Nassau,Sewanhaka Central,3720996.03
2002,2003,Nassau,Syosset,104235.00
2002,2003,Nassau,Uniondale,1591253.11
2002,2003,Nassau,Valley Stream 213,1031838.97
2002,2003,Nassau,Valley Stream 224,323105.68
2002,2003,Nassau,Valley Stream Central 230,343447.20
2002,2003,Nassau,Valley Stream Union Free 251,1753251.25
2002,2003,Nassau,Wantagh,1600468.56
2002,2003,Nassau,West Hempstead,401565.34
2002,2003,Nassau,Westbury,1589301.51
2002,2003,New York City,New York City,717800916.61
2002,2003,Niagara,Barker,250301.19
2002,2003,Niagara,Lewistown-Porter,1542155.21
2002,2003,Niagara,Lockport,4680009.05
2002,2003,Niagara,Newfane,1967184.71
2002,2003,Niagara,Niagara Falls,8508676.75
2002,2003,Niagara,Niagara-Wheatfield,2884731.47
2002,2003,Niagara,North Tonawanda,4339362.82
2002,2003,Niagara,Royalton-Hartland,1561378.73
2002,2003,Niagara,Star Point,2042680.83
2002,2003,Niagara,Wilson,1288690.42
2002,2003,Oneida,Adirondack,1458199.32
2002,2003,Oneida,Camden,2663249.31
2002,2003,Oneida,Clinton,1559360.28
2002,2003,Oneida,Holland Patent,1669922.04
2002,2003,Oneida,New Hartford,1959431.39
2002,2003,Oneida,New York Mills,369752.08
2002,2003,Oneida,Oriskany,712970.60
2002,2003,Oneida,Remsen,598897.41
2002,2003,Oneida,Rome,5441355.36
2002,2003,Oneida,Sauquoit Valley,1339308.48
2002,2003,Oneida,Sherrill,2171782.01
2002,2003,Oneida,Utica,8149097.53
2002,2003,Oneida,Waterville,1122762.94
2002,2003,Oneida,Westmoreland,1210234.88
2002,2003,Oneida,Whitesboro,3223389.64
2002,2003,Onondaga,Baldwinsville,4660156.66
2002,2003,Onondaga,East Syracuse,2248888.43
2002,2003,Onondaga,Fabius-Pompey,770260.31
2002,2003,Onondaga,Fayetteville,2686734.21
2002,2003,Onondaga,Jamesville-Dewitt,1193583.40
2002,2003,Onondaga,Jordan-Elbridge,1654744.15
2002,2003,Onondaga,Lafayette,1008284.08
2002,2003,Onondaga,Liverpool,7037963.53
2002,2003,Onondaga,Lyncourt,217243.12
2002,2003,Onondaga,Marcellus,1732264.62
2002,2003,Onondaga,North Syracuse,7890706.87
2002,2003,Onondaga,Onondaga,954486.01
2002,2003,Onondaga,Skaneateles,906954.21
2002,2003,Onondaga,Solvay,1271060.63
2002,2003,Onondaga,Syracuse,22006494.18
2002,2003,Onondaga,Tully,1012731.45
2002,2003,Onondaga,West Genesee,4007445.06
2002,2003,Onondaga,Westhill,1662859.54
2002,2003,Ontario,Canandaigua,3176645.41
2002,2003,Ontario,East Bloomfield,964026.96
2002,2003,Ontario,Geneva,2300176.34
2002,2003,Ontario,Gorham-Middlesex,1288598.60
2002,2003,Ontario,Honeoye,747718.56
2002,2003,Ontario,Manchester-Shortsville,838466.00
2002,2003,Ontario,Naples,515840.36
2002,2003,Ontario,Phelps-Clifton,2052580.61
2002,2003,Ontario,Victor,1848601.47
2002,2003,Orange,Chester,552870.43
2002,2003,Orange,Cornwall,1848182.48
2002,2003,Orange,Florida,419985.27
2002,2003,Orange,Goshen,638894.01
2002,2003,Orange,Greenwood Lake,389709.70
2002,2003,Orange,Highland Falls,977995.22
2002,2003,Orange,Kiryas Jv Ufsd,73185.00
2002,2003,Orange,Middletown,4909723.39
2002,2003,Orange,Minisink Valley,3473889.39
2002,2003,Orange,Monroe-Woodbury,4093374.60
2002,2003,Orange,Newburgh,10687575.01
2002,2003,Orange,Pinebush,5247883.03
2002,2003,Orange,Port Jervis,2784429.69
2002,2003,Orange,Tuxedo,5340.00
2002,2003,Orange,Valley,3997158.44
2002,2003,Orange,Warwick Valley,2737242.39
2002,2003,Orange,Washingtonville,3751645.81
2002,2003,Orleans,Albion,2617089.75
2002,2003,Orleans,Holley,1395043.66
2002,2003,Orleans,Kendall,1065559.26
2002,2003,Orleans,Lyndonville,725208.74
2002,2003,Orleans,Medina,2028337.09
2002,2003,Oswego,Altmar Parish,1688705.53
2002,2003,Oswego,Central Square,4688685.03
2002,2003,Oswego,Fulton,3970828.08
2002,2003,Oswego,Hannibal,1811856.94
2002,2003,Oswego,Mexico,2776529.99
2002,2003,Oswego,Oswego,714780.39
2002,2003,Oswego,Phoenix,2496714.74
2002,2003,Oswego,Pulaski,1106851.66
2002,2003,Oswego,Sandy Creek,965234.88
2002,2003,Otsego,Cherry Valley Springfield,547929.10
2002,2003,Otsego,Cooperstown,719473.49
2002,2003,Otsego,Edmeston,551458.58
2002,2003,Otsego,Gilbertsville,556106.27
2002,2003,Otsego,Laurens,447602.78
2002,2003,Otsego,Milford,418036.18
2002,2003,Otsego,Morris,475753.03
2002,2003,Otsego,Oneonta,1652204.72
2002,2003,Otsego,Otego-Unadilla,1101518.62
2002,2003,Otsego,Richfield Springs,522532.33
2002,2003,Otsego,Schenevus,348800.32
2002,2003,Otsego,Worcester,392179.67
2002,2003,Putnam,Brewster,1108954.22
2002,2003,Putnam,Carmel,2249851.58
2002,2003,Putnam,Garrison,6750.00
2002,2003,Putnam,Haldane,102619.96
2002,2003,Putnam,Mahopac,2334076.78
2002,2003,Putnam,Putnam Valley,549909.83
2002,2003,Rensselaer,Averill Park,2908557.86
2002,2003,Rensselaer,Berlin,847909.05
2002,2003,Rensselaer,Brunswick Central,1091605.12
2002,2003,Rensselaer,East Greenbush,3226080.90
2002,2003,Rensselaer,Hoosic Valley,960204.07
2002,2003,Rensselaer,Hoosick Falls,1045890.15
2002,2003,Rensselaer,Lansingburgh,2024741.90
2002,2003,Rensselaer,North Greenbush Central,2655.00
2002,2003,Rensselaer,Rensselaer,946089.64
2002,2003,Rensselaer,Schodack,972038.13
2002,2003,Rensselaer,Troy,4529772.12
2002,2003,Rensselaer,Wynantskill,250847.15
2002,2003,Rockland,Clarkstown,2031951.75
2002,2003,Rockland,East Ramapo,3486215.63
2002,2003,Rockland,Haverstraw-Stony Point,3694913.71
2002,2003,Rockland,Nanuet,34305.00
2002,2003,Rockland,Nyack,631163.34
2002,2003,Rockland,Pearl River,285996.53
2002,2003,Rockland,Ramapo,888050.12
2002,2003,Rockland,South Orangetown,51510.00
2002,2003,Saratoga,Ballston Spa,3237024.29
2002,2003,Saratoga,Burnt Hills,2330681.38
2002,2003,Saratoga,Corinth,1203620.81
2002,2003,Saratoga,Edinburg Common,3165.00
2002,2003,Saratoga,Galway,911862.34
2002,2003,Saratoga,Mechanicville,1190014.51
2002,2003,Saratoga,Saratoga Springs,4175112.65
2002,2003,Saratoga,Schuylerville,1446882.35
2002,2003,Saratoga,Shenendehowa,5499786.04
2002,2003,Saratoga,South Glens Falls,2617493.93
2002,2003,Saratoga,Stillwater,1186931.20
2002,2003,Saratoga,Waterford-Halfmoon,633734.35
2002,2003,Schenectady,Duanesburg,707392.41
2002,2003,Schenectady,Niskayuna,2444958.06
2002,2003,Schenectady,Rotterdam-Mohonasen,2599246.59
2002,2003,Schenectady,Schalmont,1102650.60
2002,2003,Schenectady,Schenectady,7206111.87
2002,2003,Schenectady,Scotia-Glenville,2228100.05
2002,2003,Schoharie,Cobleskill-Richmondville,1889542.71
2002,2003,Schoharie,Gilboa-Conesville,50400.24
2002,2003,Schoharie,Jefferson,221959.67
2002,2003,Schoharie,Middleburgh,831964.14
2002,2003,Schoharie,Schoharie,1051592.48
2002,2003,Schoharie,Sharon Springs,329249.21
2002,2003,Schuyler,Odessa-Montour Falls,921259.63
2002,2003,Schuyler,Watkins Glen,1241260.09
2002,2003,Seneca,Romulus,420604.74
2002,2003,Seneca,Seneca Falls,1327811.50
2002,2003,Seneca,South Seneca,853613.75
2002,2003,Seneca,Waterloo,1824013.13
2002,2003,St Lawrence,Brasher Falls,1137747.86
2002,2003,St Lawrence,Canton,1511504.79
2002,2003,St Lawrence,Clifton-Fine,354772.41
2002,2003,St Lawrence,Colton-Pierrepont,6540.00
2002,2003,St Lawrence,Edwards Knox,862154.57
2002,2003,St Lawrence,Gouverneur,1840462.53
2002,2003,St Lawrence,Hammond,233836.43
2002,2003,St Lawrence,Hermon-Dekalb,451844.76
2002,2003,St Lawrence,Heuvelton,710405.85
2002,2003,St Lawrence,Lisbon,614415.50
2002,2003,St Lawrence,Madrid-Waddington,754609.70
2002,2003,St Lawrence,Massena,2355618.07
2002,2003,St Lawrence,Morristown,316833.59
2002,2003,St Lawrence,Norwood-Norfolk,1203346.77
2002,2003,St Lawrence,Ogdensburg,2226205.52
2002,2003,St Lawrence,Parishville,396086.21
2002,2003,St Lawrence,Potsdam,1448922.06
2002,2003,Steuben,Addison,1236226.76
2002,2003,Steuben,Arkport,588178.42
2002,2003,Steuben,Avoca,708227.28
2002,2003,Steuben,Bath,2050110.75
2002,2003,Steuben,Bradford,265767.13
2002,2003,Steuben,Campbell-Savona,1208706.13
2002,2003,Steuben,Canisteo,925194.57
2002,2003,Steuben,Corning,4642332.70
2002,2003,Steuben,Greenwood,182883.52
2002,2003,Steuben,Hammondsport,209801.45
2002,2003,Steuben,Hornell,2103706.75
2002,2003,Steuben,Jasper-Troupburg,505708.67
2002,2003,Steuben,Prattsburg,520860.16
2002,2003,Steuben,Wayland-Cohocton,1890911.42
2002,2003,Suffolk,Amagansett,3210.00
2002,2003,Suffolk,Amityville,1613647.72
2002,2003,Suffolk,Babylon,1023112.48
2002,2003,Suffolk,Bay Shore,3298250.67
2002,2003,Suffolk,Bayport-Blue Point,1305460.97
2002,2003,Suffolk,Brentwood,14383614.89
2002,2003,Suffolk,Bridgehampton,3255.00
2002,2003,Suffolk,Brookhaven-Comsewogue,2416620.96
2002,2003,Suffolk,Center Moriches,758707.59
2002,2003,Suffolk,Central Islip,5588444.46
2002,2003,Suffolk,Cold Spring Harbor,32580.00
2002,2003,Suffolk,Commack,2567234.68
2002,2003,Suffolk,Connetquot,3401246.88
2002,2003,Suffolk,Copiague,3102393.26
2002,2003,Suffolk,Deer Park,2047139.96
2002,2003,Suffolk,East Hampton,22545.00
2002,2003,Suffolk,East Islip,3455821.52
2002,2003,Suffolk,East Moriches,384935.26
2002,2003,Suffolk,East Quogue,12135.00
2002,2003,Suffolk,Eastport,546097.86
2002,2003,Suffolk,Eastport-South Manor,773102.58
2002,2003,Suffolk,Elwood,774291.88
2002,2003,Suffolk,Fire Island Union,1320.00
2002,2003,Suffolk,Fishers Island,645.00
2002,2003,Suffolk,Greenport,9300.00
2002,2003,Suffolk,Half Hollow Hills,139065.00
2002,2003,Suffolk,Hampton Bays,29025.00
2002,2003,Suffolk,Harborsfield,928038.99
2002,2003,Suffolk,Hauppauge,63060.00
2002,2003,Suffolk,Huntington,81060.00
2002,2003,Suffolk,Islip,2238333.28
2002,2003,Suffolk,Kings Park,1132816.69
2002,2003,Suffolk,Lindenhurst,5950094.53
2002,2003,Suffolk,Longwood Csd,6781604.47
2002,2003,Suffolk,Mattituck-Cutchogue,24975.00
2002,2003,Suffolk,Middle Country,7886990.43
2002,2003,Suffolk,Miller Place,1860585.80
2002,2003,Suffolk,Montauk,9600.00
2002,2003,Suffolk,Mount Sinai,1549782.54
2002,2003,Suffolk,New Suffolk,585.00
2002,2003,Suffolk,North Babylon,4080397.83
2002,2003,Suffolk,Northport,103155.00
2002,2003,Suffolk,Oysterponds,3120.00
2002,2003,Suffolk,Patchoque-Medford,6864226.38
2002,2003,Suffolk,Port Jefferson,17625.00
2002,2003,Suffolk,Quogue,2505.00
2002,2003,Suffolk,Remsenburg,5070.00
2002,2003,Suffolk,Riverhead,1480030.30
2002,2003,Suffolk,Rocky Point,2366714.92
2002,2003,Suffolk,Sachem,8893663.60
2002,2003,Suffolk,Sag Harbor,15315.00
2002,2003,Suffolk,Sagaponack,885.00
2002,2003,Suffolk,Sayville,2423647.89
2002,2003,Suffolk,Shelter Island,4425.00
2002,2003,Suffolk,Shoreham-Wading River,688421.53
2002,2003,Suffolk,Smithtown,2623889.47
2002,2003,Suffolk,South Country,3177990.68
2002,2003,Suffolk,South Huntington,1841229.57
2002,2003,Suffolk,South Manor,590091.74
2002,2003,Suffolk,Southampton,27345.00
2002,2003,Suffolk,Southold,15210.00
2002,2003,Suffolk,Springs,13320.00
2002,2003,Suffolk,Three Village,3919703.92
2002,2003,Suffolk,Wainscott Common,1470.00
2002,2003,Suffolk,West Babylon,3164078.39
2002,2003,Suffolk,West Islip,3658213.57
2002,2003,Suffolk,Westhampton Beach,14745.00
2002,2003,Suffolk,William Floyd,8693789.60
2002,2003,Suffolk,Wyandanch,2288399.43
2002,2003,Sullivan,Eldred,267136.32
2002,2003,Sullivan,Fallsburgh,996218.94
2002,2003,Sullivan,Liberty,1321815.90
2002,2003,Sullivan,Livingston Manor,352768.38
2002,2003,Sullivan,Monticello,2047320.70
2002,2003,Sullivan,Roscoe,66957.23
2002,2003,Sullivan,Sullivan West,888547.52
2002,2003,Sullivan,Tri-Valley,390683.17
2002,2003,Tioga,Candor,994898.46
2002,2003,Tioga,Newark Valley,1488381.37
2002,2003,Tioga,Owego-Apalachian,2214052.02
2002,2003,Tioga,Spencer-Van Etten,1130137.57
2002,2003,Tioga,Tioga,1312300.07
